trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.8, 'e': 0.26399999999999935}",35,9,1.0728078126825056,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 0}",1
369,False,"{'a': 0.8, 'e': 0.26199999999999934}",30,10,-12.900353494064165,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
370,False,"{'a': 0.8, 'e': 0.25999999999999934}",30,3,-23.27506876272326,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
371,False,"{'a': 0.8, 'e': 0.25799999999999934}",20,10,18.79457691802862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.8, 'e': 0.25599999999999934}",20,0,-25.689566534539686,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
373,False,"{'a': 0.8, 'e': 0.25399999999999934}",20,0,-11.266405767255561,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
374,False,"{'a': 0.8, 'e': 0.25199999999999934}",20,0,30.027283440837305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.8, 'e': 0.24999999999999933}",20,4,9.795181084695344,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 0.24799999999999933}",20,6,1.8477677436787396,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.8, 'e': 0.24599999999999933}",30,20,8.397786740596157,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.8, 'e': 0.24399999999999933}",25,7,-5.187886402776739,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
379,False,"{'a': 0.8, 'e': 0.24199999999999933}",30,0,-100.39378682428291,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",1
380,False,"{'a': 0.8, 'e': 0.23999999999999932}",25,11,27.3817444700189,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.8, 'e': 0.23799999999999932}",25,20,9.330010399590849,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 0.23599999999999932}",30,8,-26.130196344475653,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
383,False,"{'a': 0.8, 'e': 0.23399999999999932}",20,10,-5.78552576471399,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
384,False,"{'a': 0.8, 'e': 0.23199999999999932}",20,4,16.42823864961688,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.8, 'e': 0.22999999999999932}",30,12,9.322747181828055,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.8, 'e': 0.22799999999999931}",20,0,-22.33151799291864,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
387,False,"{'a': 0.8, 'e': 0.2259999999999993}",20,15,-2.150528489752776,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.8, 'e': 0.2239999999999993}",25,18,10.217457909148347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.8, 'e': 0.2219999999999993}",25,14,-32.84466377548119,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
390,False,"{'a': 0.8, 'e': 0.2199999999999993}",20,0,-2.7050528952317334,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
391,False,"{'a': 0.8, 'e': 0.2179999999999993}",30,19,-30.870466633403147,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
392,False,"{'a': 0.8, 'e': 0.2159999999999993}",20,12,12.666213227409267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 0.2139999999999993}",20,1,-26.074154791743865,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
394,False,"{'a': 0.8, 'e': 0.2119999999999993}",20,0,-13.141444993434957,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
395,False,"{'a': 0.8, 'e': 0.2099999999999993}",30,16,14.102293073234419,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 0.2079999999999993}",25,0,-51.30233306463196,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
397,False,"{'a': 0.8, 'e': 0.2059999999999993}",30,19,21.25958293112342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.8, 'e': 0.2039999999999993}",25,0,13.260563812933757,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
399,False,"{'a': 0.8, 'e': 0.2019999999999993}",30,20,20.620169244390272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.8, 'e': 0.1999999999999993}",20,4,-17.932276869865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.8, 'e': 0.1979999999999993}",20,13,15.886481474984725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 0.19599999999999929}",35,18,26.76778406057558,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 0.19399999999999928}",20,0,-8.110102766441141,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
404,False,"{'a': 0.8, 'e': 0.19199999999999928}",20,1,28.809134104759465,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 0.18999999999999928}",25,0,-53.602125510757055,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
406,False,"{'a': 0.8, 'e': 0.18799999999999928}",30,13,18.89224391286553,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 0.18599999999999928}",25,17,13.319283297440116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.8, 'e': 0.18399999999999928}",20,0,10.44165605527537,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
409,False,"{'a': 0.8, 'e': 0.18199999999999927}",20,13,16.331219844538445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 0.17999999999999927}",20,8,-9.032886713241673,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 0.17799999999999927}",20,9,7.921716315919044,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.8, 'e': 0.17599999999999927}",20,0,16.992447507048215,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.8, 'e': 0.17399999999999927}",20,10,6.522060017012649,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.8, 'e': 0.17199999999999926}",20,7,8.889352590241465,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.8, 'e': 0.16999999999999926}",25,14,-11.81503626909171,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
416,False,"{'a': 0.8, 'e': 0.16799999999999926}",25,12,13.62472774062383,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.8, 'e': 0.16599999999999926}",20,11,8.349085597196073,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.8, 'e': 0.16399999999999926}",20,0,7.634233727933601,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
419,False,"{'a': 0.8, 'e': 0.16199999999999926}",35,18,22.686063601208645,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.8, 'e': 0.15999999999999925}",25,12,25.150203562233536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.8, 'e': 0.15799999999999925}",30,7,24.072920720373272,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.8, 'e': 0.15599999999999925}",30,19,-26.20654002053532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
423,False,"{'a': 0.8, 'e': 0.15399999999999925}",20,12,14.98551464973388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 0.15199999999999925}",25,19,12.67964522495544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 0.14999999999999925}",30,14,29.887738611736108,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.8, 'e': 0.14799999999999924}",20,0,7.827481887236942,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
427,False,"{'a': 0.8, 'e': 0.14599999999999924}",25,3,-1.6552215870098745,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 0.14399999999999924}",25,13,19.631646269335032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 0.14199999999999924}",20,2,4.8358483830792505,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 0.13999999999999924}",25,0,14.73063703850952,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.8, 'e': 0.13799999999999923}",30,0,35.13072735042053,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
432,False,"{'a': 0.8, 'e': 0.13599999999999923}",20,6,26.542756683487067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 0.13399999999999923}",25,0,35.90947865985193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.8, 'e': 0.13199999999999923}",20,6,-21.28521345668,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
435,False,"{'a': 0.8, 'e': 0.12999999999999923}",20,6,-102.37089494702639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 3}",1
436,False,"{'a': 0.8, 'e': 0.12799999999999923}",20,10,1.8012606611167095,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.8, 'e': 0.12599999999999922}",25,12,-32.59901426166503,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.8, 'e': 0.12399999999999922}",30,17,-17.593009455277834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.8, 'e': 0.12199999999999922}",25,12,-40.94262197308145,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
440,False,"{'a': 0.8, 'e': 0.11999999999999922}",25,13,26.119251209690074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.8, 'e': 0.11799999999999922}",20,13,4.964138583901368,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.8, 'e': 0.11599999999999921}",20,12,13.561230663971248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 0.11399999999999921}",25,6,17.03047374656406,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 0.11199999999999921}",20,7,11.679593311021362,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 0.10999999999999921}",20,3,12.774850664126662,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 0.10799999999999921}",30,19,19.692140300846138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 0.1059999999999992}",20,9,4.357910314917469,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 0.1039999999999992}",20,0,-13.49064386032446,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
449,False,"{'a': 0.8, 'e': 0.1019999999999992}",20,7,23.119488424169994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.8, 'e': 0.0999999999999992}",20,14,11.385996635768398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.8, 'e': 0.0979999999999992}",25,11,5.940635341630956,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
452,False,"{'a': 0.8, 'e': 0.0959999999999992}",20,13,13.657126053988156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 0.0939999999999992}",20,15,10.625576231801883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 0.0919999999999992}",20,0,19.13578952027776,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.8, 'e': 0.08999999999999919}",20,16,8.867056095579082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 0.08799999999999919}",30,16,23.474749492265055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.8, 'e': 0.08599999999999919}",20,7,23.974271100354535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.8, 'e': 0.08399999999999919}",20,8,7.46500544074989,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.8, 'e': 0.08199999999999918}",30,19,21.049523416067895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.8, 'e': 0.07999999999999918}",20,0,30.085027424918213,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.8, 'e': 0.07799999999999918}",20,13,12.952646795499746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.8, 'e': 0.07599999999999918}",20,0,23.16720529849424,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
463,False,"{'a': 0.8, 'e': 0.07399999999999918}",20,2,-24.36208179122867,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
464,False,"{'a': 0.8, 'e': 0.07199999999999918}",35,8,38.63959714870048,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.8, 'e': 0.06999999999999917}",30,8,22.561822275533736,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.8, 'e': 0.06799999999999917}",30,12,30.019046107491885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.8, 'e': 0.06599999999999917}",25,12,-19.50504689160693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.8, 'e': 0.06399999999999917}",20,10,18.560725061831036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.8, 'e': 0.06199999999999917}",20,3,27.69348392291849,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.8, 'e': 0.059999999999999165}",25,0,36.02102263186165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
471,False,"{'a': 0.8, 'e': 0.05799999999999916}",25,13,22.041101700757103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.8, 'e': 0.05599999999999916}",20,11,18.945736386364853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.8, 'e': 0.05399999999999916}",20,0,-21.569001599170775,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
474,False,"{'a': 0.8, 'e': 0.05199999999999916}",20,5,15.087164909038254,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.8, 'e': 0.049999999999999156}",30,12,33.71677296274668,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.8, 'e': 0.047999999999999154}",20,7,4.976159716342243,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.8, 'e': 0.04599999999999915}",20,16,10.17630337530107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.8, 'e': 0.04399999999999915}",20,8,20.372146066823092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.8, 'e': 0.04199999999999915}",25,16,15.977703465577482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.8, 'e': 0.03999999999999915}",25,17,13.011196314637456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.8, 'e': 0.037999999999999146}",20,2,29.429580982489764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.8, 'e': 0.035999999999999144}",25,7,29.75055981856066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.8, 'e': 0.03399999999999914}",25,7,20.23357261042032,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.8, 'e': 0.03199999999999914}",20,0,24.59866230698135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.8, 'e': 0.02999999999999914}",20,3,27.839857619461437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.8, 'e': 0.027999999999999137}",30,10,27.01563056044485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.8, 'e': 0.025999999999999135}",25,4,36.820522467059334,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.8, 'e': 0.023999999999999133}",25,18,14.441163337231698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.8, 'e': 0.02199999999999913}",25,13,11.89078624043685,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.8, 'e': 0.01999999999999913}",20,0,31.229795747252858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.8, 'e': 0.017999999999999128}",20,3,21.71895913572495,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.8, 'e': 0.015999999999999126}",20,0,24.2999187465445,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.8, 'e': 0.013999999999999126}",20,6,21.335350959487545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.8, 'e': 0.011999999999999126}",20,6,26.912616711050422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.8, 'e': 0.009999999999999126}",30,23,15.044336432945679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.8, 'e': 0.007999999999999126}",35,25,20.01459072291334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.8, 'e': 0.005999999999999126}",20,16,7.1326211194281885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.8, 'e': 0.003999999999999126}",25,19,10.307084690372148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.8, 'e': 0.0019999999999991257}",30,13,30.008452589500084,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.8, 'e': -8.743006318923108e-16}",25,6,33.87443773718244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,2,31.163094015833188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,4,30.23848164094672,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,24.866683206510356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,3,31.37956770373267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,17,24.521731615603425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,9,21.941458794733503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,13.546950897387783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,8.922922319824398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,5,35.12645885360292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,14.940242539947079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,14,28.68951607309141,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,13,23.705460998524238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,14,32.35114475292959,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,19.60380817878471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,0,29.46873912724904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,12,14.613844299393138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,21,16.714770055276162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,14,31.93041238451884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,19,22.54993674931608,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,20,18.905457766955372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
